Process,Total project,Project using latest,Total Dockerfile,Dockerfile using latest,Number of changes pinned to latest,Number of changes latest to pinned,File not found or error,Repo not found
713,145,47,198,58,3,1,0,55
759,125,45,161,56,1,1,0,40
784,133,39,185,49,0,0,0,58
770,140,50,212,57,3,1,0,42
765,143,36,210,52,1,2,0,47
754,137,42,207,49,0,1,0,44
813,110,35,126,41,2,5,0,97
810,108,31,157,32,1,1,3,82
830,117,28,225,40,0,1,0,81
790,136,37,190,43,0,2,0,44
700,157,46,232,95,2,5,1,66
733,113,37,152,44,1,4,0,91
773,120,41,195,74,0,0,0,62
819,130,34,181,55,2,6,0,53
757,153,47,199,57,2,3,0,45
774,140,46,182,47,3,1,0,48
744,136,44,177,47,1,5,0,46
818,127,35,175,42,0,1,0,64
831,162,60,177,67,4,4,0,95
815,125,33,192,39,2,1,0,53
827,117,41,151,52,0,2,0,70
694,216,60,405,124,4,4,0,67
821,126,38,151,45,1,2,0,47
841,112,28,198,31,2,1,0,78
792,132,41,215,44,1,3,0,44
823,105,27,117,29,1,1,0,53
814,119,43,215,70,0,1,0,71
853,122,39,396,45,0,1,0,109
771,155,40,253,51,0,1,0,46
848,117,33,151,35,0,0,0,75
795,131,36,181,61,0,0,0,43
843,112,24,123,33,0,3,0,107
722,115,32,154,33,3,4,0,86
801,135,38,254,43,1,2,0,45
860,104,32,151,35,1,1,0,103
817,149,37,280,48,2,2,0,39
837,105,38,131,42,0,3,0,109
697,171,53,219,59,1,2,0,66
850,115,34,158,44,1,2,0,78
865,119,30,144,33,1,3,0,90
866,123,36,190,49,2,3,1,81
836,118,40,148,44,0,2,0,95
854,113,20,123,21,0,1,0,111
852,108,24,111,28,0,1,0,94
778,134,52,226,71,0,1,0,53
804,132,40,256,52,1,4,0,42
864,127,33,154,37,2,3,0,98
858,116,38,129,50,3,2,0,88
777,146,41,172,50,1,1,0,40
805,141,41,158,50,1,3,0,58
859,106,27,136,32,1,2,0,101
872,111,33,147,38,1,0,0,107
839,115,20,126,21,1,1,0,99
838,100,30,128,37,1,3,0,111
851,95,32,109,37,0,2,0,112
868,102,27,131,34,2,1,0,106
691,214,64,299,84,1,6,0,68
867,115,29,135,32,2,1,0,102
847,107,30,137,35,3,3,0,83
870,92,20,116,28,1,1,0,91
880,117,34,148,37,0,0,0,71
820,125,32,180,50,0,1,0,50
862,103,31,127,35,1,2,0,106
857,90,31,117,36,1,1,0,115
802,138,41,155,42,3,2,0,46
761,133,42,189,50,3,4,0,50
881,126,31,140,31,0,3,0,86
797,139,28,185,35,0,4,0,51
767,150,36,199,43,0,1,0,51
856,111,30,204,53,2,2,0,92
793,132,40,197,45,1,3,0,43
861,114,26,142,30,0,1,0,93
885,122,33,153,39,2,0,0,90
763,140,34,184,41,0,2,0,42
833,115,35,184,41,3,3,0,98
877,106,30,139,41,2,2,0,106
849,99,29,126,32,2,2,0,107
846,122,37,296,42,1,0,0,97
779,147,40,221,52,2,2,0,43
863,121,38,137,38,0,3,0,89
883,122,30,183,41,0,2,0,89
884,101,34,114,36,0,1,0,112
879,118,39,138,41,0,2,0,99
829,127,33,260,44,1,2,0,51
882,128,33,143,36,0,2,0,94
785,129,43,171,59,1,2,0,40
769,145,38,174,42,2,4,0,45
807,161,53,455,70,1,1,0,42
887,126,34,147,35,2,2,0,83
874,117,34,142,40,1,1,0,80
888,101,33,112,35,2,3,0,110
886,121,36,223,41,2,2,1,76
896,123,39,157,52,1,2,0,86
873,112,33,142,36,0,0,0,99
900,89,24,230,27,1,1,0,114
904,107,27,123,28,0,2,0,103
806,124,36,246,52,0,2,0,56
895,103,32,142,33,1,4,0,100
871,110,30,159,35,0,0,0,100
692,194,52,6643,57,2,4,0,81
752,141,39,184,43,2,4,0,47
876,104,33,152,43,0,3,0,97
764,123,40,234,62,2,3,0,45
745,140,36,220,50,0,2,0,37
878,114,35,196,52,0,4,0,90
869,121,40,351,177,2,2,0,86
798,149,43,220,68,1,3,0,56
899,108,28,137,34,2,0,0,101
845,100,26,112,29,2,1,0,106
750,130,33,150,40,2,1,0,53
709,145,43,280,69,1,0,0,62
889,115,40,154,43,2,2,0,101
842,102,40,241,54,2,2,0,119
890,102,23,106,23,0,2,0,98
892,114,33,176,35,0,1,0,87
791,137,50,190,64,1,2,0,44
911,128,32,172,37,0,1,0,55
696,200,64,385,82,4,5,0,51
902,120,38,180,49,0,0,0,105
893,118,32,170,54,2,5,0,93
855,108,34,222,47,0,1,0,76
922,124,32,146,41,1,2,0,50
916,135,45,163,50,1,4,0,47
897,124,40,248,82,1,0,0,94
760,140,38,208,53,0,1,0,53
915,123,33,146,40,0,1,0,43
918,111,25,161,29,0,1,0,59
834,115,43,259,118,2,3,0,125
929,129,33,159,38,1,3,0,51
937,130,39,147,41,0,5,0,59
946,122,38,171,43,1,2,0,67
921,128,31,140,31,0,4,0,42
894,112,37,156,53,0,1,0,110
901,111,27,277,100,0,2,0,106
920,135,44,162,55,0,1,0,52
965,127,41,146,43,0,0,0,70
826,128,46,258,71,1,3,0,73
933,147,48,186,54,0,2,0,55
966,121,40,142,48,1,1,0,81
898,128,38,401,138,0,2,0,98
906,120,33,203,42,1,3,0,79
772,135,42,250,74,1,3,0,46
910,129,29,180,32,1,1,0,54
951,141,40,172,45,1,1,0,55
940,134,43,186,50,2,4,0,46
957,139,43,189,59,0,3,0,67
935,124,42,142,53,2,4,0,51
944,117,38,170,40,0,0,0,48
964,124,38,162,41,2,1,0,73
912,149,46,281,107,1,1,0,47
913,125,32,168,34,3,3,0,44
954,138,37,162,37,1,2,0,53
948,129,36,327,54,1,2,0,51
917,135,44,175,52,2,2,0,41
936,132,36,180,56,0,0,0,54
736,160,45,708,80,2,4,0,30
955,141,42,179,51,1,2,0,52
953,135,41,213,48,0,1,0,48
908,109,29,153,30,0,0,0,120
958,140,42,231,59,1,4,0,55
799,136,38,218,58,1,2,0,50
959,159,52,239,64,2,3,0,73
941,139,39,198,62,2,3,0,62
695,186,52,352,68,1,3,0,69
775,134,47,227,90,2,1,0,38
967,115,30,206,36,1,3,0,71
930,134,35,161,35,0,2,0,44
698,180,53,448,87,4,5,0,56
942,162,41,214,59,2,6,0,40
949,133,39,173,46,2,2,0,49
945,125,45,157,60,0,2,0,49
928,161,49,1289,878,1,3,0,46
947,135,41,227,59,0,2,0,51
934,127,40,192,47,0,3,0,59
803,143,38,198,48,0,0,0,49
938,155,49,225,78,5,4,0,52
952,122,33,560,243,1,2,0,57
597,143,40,265,46,2,1,0,57
903,119,42,250,51,1,1,0,96
950,144,36,259,55,1,1,0,42
794,138,40,227,57,3,3,0,52
743,137,44,376,119,1,3,0,44
956,133,44,183,50,2,1,0,53
960,180,51,210,56,4,4,0,58
891,112,38,180,52,2,1,0,101
968,157,52,516,252,3,5,0,76
800,150,43,227,58,1,3,0,49
939,133,38,405,93,1,4,0,52
909,133,39,223,94,2,0,0,55
927,153,43,280,65,1,3,0,48
962,118,34,303,43,0,2,0,68
780,148,37,314,102,4,1,0,53
789,121,33,327,116,0,3,0,43
961,147,36,282,56,2,4,0,67
768,139,30,170,32,1,1,1,50
923,148,37,195,60,3,2,0,40
924,152,43,224,52,2,6,0,52
943,133,44,249,105,1,3,0,57
977,248,77,871,136,5,13,0,43
919,138,43,347,71,0,2,0,53
931,129,37,540,62,0,2,0,58
654,113,31,172,53,0,1,0,67
572,112,36,333,101,3,1,0,76
781,139,36,203,40,0,3,0,45
907,111,27,157,28,1,3,0,84
963,131,32,195,34,0,0,0,61
822,142,42,304,108,0,1,0,51
932,135,37,172,45,1,1,0,45
353,104,30,164,35,3,4,0,133
783,139,40,236,48,1,2,0,51
926,194,64,526,197,4,2,0,45
905,115,37,228,47,2,3,0,80
914,133,43,314,112,2,2,0,47
925,181,52,452,141,2,1,0,56
987,284,93,669,222,10,8,0,35
981,277,85,851,353,6,9,0,41
708,131,32,154,35,2,2,0,76
988,279,90,868,186,9,14,0,41
975,241,63,602,204,6,14,0,70
980,274,92,657,197,11,10,0,45
991,268,76,553,160,3,6,1,38
979,272,81,753,210,6,9,0,38
996,317,97,706,222,9,16,0,19
992,255,69,1062,144,5,8,0,36
973,250,93,1199,292,7,13,0,53
982,258,89,1380,255,11,10,0,36
972,278,103,1217,380,10,15,0,45
970,274,89,2471,655,12,14,0,54
994,281,69,658,166,8,12,0,34
985,283,88,912,306,10,11,0,32
984,291,83,708,168,7,18,0,35
971,265,99,970,279,11,21,0,45
989,299,91,766,203,10,13,0,32
39880,0,0,0,0,0,0,0,1
39799,0,0,0,0,0,0,0,1
39800,0,0,0,0,0,0,0,1
39798,0,0,0,0,0,0,0,1
39883,0,0,0,0,0,0,0,1
39865,0,0,0,0,0,0,0,1
39866,0,0,0,0,0,0,0,1
39804,0,0,0,0,0,0,0,1
39863,0,0,0,0,0,0,0,1
39846,0,0,0,0,0,0,0,1
39848,0,0,0,0,0,0,0,1
39845,0,0,0,0,0,0,0,1
39844,0,0,0,0,0,0,0,1
39842,0,0,0,0,0,0,0,1
39849,0,0,0,0,0,0,0,1
39811,0,0,0,0,0,0,0,1
39810,0,0,0,0,0,0,0,1
39847,0,0,0,0,0,0,0,1
39850,0,0,0,0,0,0,0,1
39841,0,0,0,0,0,0,0,1
39859,0,0,0,0,0,0,0,1
39902,0,0,0,0,0,0,0,1
39920,0,0,0,0,0,0,0,1
39905,0,0,0,0,0,0,0,1
39923,0,0,0,0,0,0,0,1
39928,0,0,0,0,0,0,0,1
39887,0,0,0,0,0,0,0,1
39854,0,0,0,0,0,0,0,1
39910,0,0,0,0,0,0,0,1
39921,0,0,0,0,0,0,0,1
39924,0,0,0,0,0,0,0,1
39891,0,0,0,0,0,0,0,1
39908,0,0,0,0,0,0,0,1
39858,0,0,0,0,0,0,0,1
39911,0,0,0,0,0,0,0,1
39895,0,0,0,0,0,0,0,1
39860,0,0,0,0,0,0,0,1
39907,0,0,0,0,0,0,0,1
39823,0,0,0,0,0,0,0,1
39922,0,0,0,0,0,0,0,1
39821,0,0,0,0,0,0,0,1
39909,0,0,0,0,0,0,0,1
39912,0,0,0,0,0,0,0,1
39822,0,0,0,0,0,0,0,1
39919,0,0,0,0,0,0,0,1
39820,0,0,0,0,0,0,0,1
39917,0,0,0,0,0,0,0,1
39829,0,0,0,0,0,0,0,1
39870,1,1,1,1,0,0,0,0
39802,1,0,1,0,0,0,0,0
39882,0,0,0,0,0,0,0,0
39886,0,0,0,0,0,0,0,0
39879,0,0,0,0,0,0,0,0
39881,0,0,0,0,0,0,0,0
39843,0,0,0,0,0,0,0,0
39797,0,0,0,0,0,0,0,0
39862,0,0,0,0,0,0,0,0
39864,0,0,0,0,0,0,0,0
39871,0,0,0,0,0,0,0,0
39801,0,0,0,0,0,0,0,0
39837,1,1,1,1,0,0,0,0
39814,0,0,0,0,0,0,0,0
39836,0,0,0,0,0,0,0,0
39832,0,0,0,0,0,0,0,0
39867,0,0,0,0,0,0,0,0
39869,1,0,1,0,0,0,0,0
39873,0,0,0,0,0,0,0,0
39868,0,0,0,0,0,0,0,0
39805,0,0,0,0,0,0,0,0
39803,0,0,0,0,0,0,0,0
39839,1,0,1,0,0,0,0,0
39796,1,0,1,0,0,0,0,0
39899,1,0,1,0,0,0,0,0
39806,1,1,3,2,0,0,0,0
39819,0,0,0,0,0,0,0,0
39816,0,0,0,0,0,0,0,0
39808,0,0,0,0,0,0,0,0
39817,0,0,0,0,0,0,0,0
39809,0,0,0,0,0,0,0,0
39851,0,0,0,0,0,0,0,0
39807,1,1,1,1,0,0,0,0
39813,0,0,0,0,0,0,0,0
39812,1,0,1,0,0,0,0,0
39903,0,0,0,0,0,0,0,0
39934,0,0,0,0,0,0,0,0
39929,0,0,0,0,0,0,0,0
39931,0,0,0,0,0,0,0,0
39927,1,0,1,0,0,0,0,0
39904,0,0,0,0,0,0,0,0
39933,1,0,1,0,0,0,0,0
39884,1,1,10,6,0,0,0,0
39932,1,0,10,0,0,0,0,0
39906,0,0,0,0,0,0,0,0
39914,0,0,0,0,0,0,0,0
39857,0,0,0,0,0,0,0,0
39838,0,0,0,0,0,0,0,0
39930,0,0,0,0,0,0,0,0
39894,0,0,0,0,0,0,0,0
39831,0,0,0,0,0,0,0,0
39872,0,0,0,0,0,0,0,0
39916,0,0,0,0,0,0,0,0
39840,0,0,0,0,0,0,0,0
39925,1,1,1,1,0,0,0,0
39897,0,0,0,0,0,0,0,0
39855,1,1,1,1,0,0,0,0
39830,0,0,0,0,0,0,0,0
39852,1,0,1,0,0,0,0,0
39835,0,0,0,0,0,0,0,0
39918,1,0,1,0,0,0,0,0
39896,0,0,0,0,0,0,0,0
39825,1,0,1,0,0,0,0,0
39915,1,0,1,0,0,0,0,0
39893,0,0,0,0,0,0,0,0
39824,1,1,20,16,0,0,0,0
39913,1,0,1,0,0,0,0,0
39892,0,0,0,0,0,0,0,0
39826,1,0,1,0,0,0,0,0
39890,1,0,1,0,0,0,0,0
39856,1,0,1,0,0,0,0,0
39939,0,0,0,0,0,0,0,1
39833,0,0,0,0,0,0,0,0
39942,0,0,0,0,0,0,0,1
39941,0,0,0,0,0,0,0,1
39815,1,1,1,1,0,0,0,0
39946,0,0,0,0,0,0,0,1
39818,0,0,0,0,0,0,0,0
39853,0,0,0,0,0,0,0,0
39795,0,0,0,0,0,0,0,0
39889,0,0,0,0,0,0,0,0
39926,0,0,0,0,0,0,0,0
39974,0,0,0,0,0,0,0,1
39992,0,0,0,0,0,0,0,1
39828,0,0,0,0,0,0,0,0
39987,0,0,0,0,0,0,0,1
39968,0,0,0,0,0,0,0,1
39940,0,0,0,0,0,0,0,1
39877,0,0,0,0,0,0,0,1
40002,0,0,0,0,0,0,0,1
39944,0,0,0,0,0,0,0,1
39861,0,0,0,0,0,0,0,0
39984,0,0,0,0,0,0,0,1
39964,0,0,0,0,0,0,0,1
39965,0,0,0,0,0,0,0,1
39980,0,0,0,0,0,0,0,1
39977,0,0,0,0,0,0,0,1
39994,0,0,0,0,0,0,0,1
39988,0,0,0,0,0,0,0,1
40004,0,0,0,0,0,0,0,1
39876,0,0,0,0,0,0,0,1
40001,0,0,0,0,0,0,0,1
39999,0,0,0,0,0,0,0,1
40007,0,0,0,0,0,0,0,1
39962,0,0,0,0,0,0,0,1
39976,0,0,0,0,0,0,0,1
39959,0,0,0,0,0,0,0,1
39993,0,0,0,0,0,0,0,1
39885,1,1,1,1,0,0,0,0
39834,1,0,1,0,0,0,0,0
40015,0,0,0,0,0,0,0,1
39979,0,0,0,0,0,0,0,1
40013,0,0,0,0,0,0,0,1
39991,0,0,0,0,0,0,0,1
40019,0,0,0,0,0,0,0,1
39966,0,0,0,0,0,0,0,1
40018,0,0,0,0,0,0,0,1
40009,0,0,0,0,0,0,0,1
39990,0,0,0,0,0,0,0,1
40020,0,0,0,0,0,0,0,1
39967,0,0,0,0,0,0,0,1
39900,1,1,1,1,0,0,0,0
39978,0,0,0,0,0,0,0,1
39898,1,0,1,0,0,0,0,0
39996,1,0,1,0,0,0,0,0
39997,1,1,1,1,0,0,0,0
39936,0,0,0,0,0,0,0,0
39948,1,0,1,0,0,0,0,0
39972,1,0,1,0,0,0,0,0
39957,0,0,0,0,0,0,0,0
39985,0,0,0,0,0,0,0,0
39998,0,0,0,0,0,0,0,0
39938,0,0,0,0,0,0,0,0
40006,0,0,0,0,0,0,0,0
40003,0,0,0,0,0,0,0,0
39935,1,1,1,1,0,0,0,0
39945,1,0,1,0,0,0,0,0
40011,1,0,1,0,0,0,0,0
40014,0,0,0,0,0,0,0,0
40023,1,0,1,0,0,0,0,0
39963,0,0,0,0,0,0,0,0
39971,0,0,0,0,0,0,0,0
39969,1,0,0,0,0,0,0,0
39989,0,0,0,0,0,0,0,0
39986,0,0,0,0,0,0,0,0
39956,1,1,1,1,0,0,0,0
39875,0,0,0,0,0,0,0,0
39954,0,0,0,0,0,0,0,0
40024,0,0,0,0,0,0,0,0
39960,0,0,0,0,0,0,0,0
39970,1,0,1,0,0,0,0,0
40012,0,0,0,0,0,0,0,0
39973,1,0,1,0,0,0,0,0
39975,0,0,0,0,0,0,0,0
39874,0,0,0,0,0,0,0,0
40000,1,1,1,1,0,0,0,0
39955,0,0,0,0,0,0,0,0
40049,0,0,0,0,0,0,0,1
40050,0,0,0,0,0,0,0,1
40025,0,0,0,0,0,0,0,1
40046,0,0,0,0,0,0,0,1
40030,0,0,0,0,0,0,0,1
40051,0,0,0,0,0,0,0,1
40053,0,0,0,0,0,0,0,1
39878,0,0,0,0,0,0,0,0
40047,0,0,0,0,0,0,0,1
40054,0,0,0,0,0,0,0,1
40055,0,0,0,0,0,0,0,1
40048,0,0,0,0,0,0,0,1
40052,0,0,0,0,0,0,0,1
40041,0,0,0,0,0,0,0,1
40043,0,0,0,0,0,0,0,1
39958,1,0,1,0,0,0,0,0
39951,0,0,0,0,0,0,0,1
39943,0,0,0,0,0,0,0,0
40005,1,0,1,0,0,0,0,0
39953,0,0,0,0,0,0,0,1
39952,0,0,0,0,0,0,0,0
40010,1,0,1,0,0,0,0,0
40008,0,0,0,0,0,0,0,0
40027,0,0,0,0,0,0,0,0
40056,0,0,0,0,0,0,0,0
40058,0,0,0,0,0,0,0,0
40036,1,0,1,0,0,0,0,0
40028,0,0,0,0,0,0,0,0
40032,0,0,0,0,0,0,0,0
40044,0,0,0,0,0,0,0,0
40057,1,1,1,1,0,0,0,0
40016,0,0,0,0,0,0,0,0
40026,0,0,0,0,0,0,0,0
40034,0,0,0,0,0,0,0,0
40033,0,0,0,0,0,0,0,0
40031,1,0,1,0,0,0,0,0
40035,0,0,0,0,0,0,0,0
40037,0,0,0,0,0,0,0,0
40045,0,0,0,0,0,0,0,0
40042,0,0,0,0,0,0,0,0
39981,1,1,2,1,0,0,0,0
40029,0,0,0,0,0,0,0,0
39950,0,0,0,0,0,0,0,0
39983,1,0,1,0,0,0,0,0
39961,1,0,1,0,0,0,0,0
39982,0,0,0,0,0,0,0,0
39937,1,0,3,0,0,0,0,0
40066,0,0,0,0,0,0,0,1
40086,0,0,0,0,0,0,0,1
40085,0,0,0,0,0,0,0,1
40039,0,0,0,0,0,0,0,0
40101,0,0,0,0,0,0,0,1
40079,0,0,0,0,0,0,0,1
40062,0,0,0,0,0,0,0,1
40091,0,0,0,0,0,0,0,1
40065,0,0,0,0,0,0,0,1
40088,0,0,0,0,0,0,0,1
40087,0,0,0,0,0,0,0,1
40017,1,0,1,0,0,0,0,0
40040,0,0,0,0,0,0,0,0
40110,0,0,0,0,0,0,0,1
40096,0,0,0,0,0,0,0,1
40102,0,0,0,0,0,0,0,1
40109,0,0,0,0,0,0,0,1
40104,0,0,0,0,0,0,0,1
40090,0,0,0,0,0,0,0,1
40061,0,0,0,0,0,0,0,1
40095,0,0,0,0,0,0,0,1
40089,0,0,0,0,0,0,0,1
40064,0,0,0,0,0,0,0,1
40106,0,0,0,0,0,0,0,1
40077,0,0,0,0,0,0,0,1
40063,0,0,0,0,0,0,0,1
40059,1,1,2,1,0,0,0,0
40078,0,0,0,0,0,0,0,1
40119,0,0,0,0,0,0,0,1
40118,0,0,0,0,0,0,0,1
40120,0,0,0,0,0,0,0,1
40122,0,0,0,0,0,0,0,1
40117,0,0,0,0,0,0,0,1
40121,0,0,0,0,0,0,0,1
40116,0,0,0,0,0,0,0,1
40129,0,0,0,0,0,0,0,1
40128,0,0,0,0,0,0,0,1
40132,0,0,0,0,0,0,0,1
40084,0,0,0,0,0,0,0,0
40071,1,0,1,0,0,0,0,0
40083,0,0,0,0,0,0,0,0
40100,0,0,0,0,0,0,0,0
40081,0,0,0,0,0,0,0,0
39995,1,0,1,0,0,0,0,0
40097,0,0,0,0,0,0,0,0
40137,0,0,0,0,0,0,0,1
39949,0,0,0,0,0,0,0,0
40103,1,1,1,1,0,0,0,0
40143,0,0,0,0,0,0,0,1
40060,0,0,0,0,0,0,0,0
40067,0,0,0,0,0,0,0,0
40138,0,0,0,0,0,0,0,1
40108,0,0,0,0,0,0,0,0
40094,0,0,0,0,0,0,0,0
40098,0,0,0,0,0,0,0,0
40072,0,0,0,0,0,0,0,0
40145,0,0,0,0,0,0,0,1
40150,0,0,0,0,0,0,0,1
40156,0,0,0,0,0,0,0,1
40105,0,0,0,0,0,0,0,0
40022,0,0,0,0,0,0,0,0
40107,0,0,0,0,0,0,0,0
40155,0,0,0,0,0,0,0,1
40111,0,0,0,0,0,0,0,0
40152,0,0,0,0,0,0,0,1
40073,1,1,1,1,0,0,0,0
40148,0,0,0,0,0,0,0,1
40151,0,0,0,0,0,0,0,1
40147,0,0,0,0,0,0,0,1
40069,0,0,0,0,0,0,0,0
40076,0,0,0,0,0,0,0,0
40159,0,0,0,0,0,0,0,1
40080,1,1,2,2,0,0,0,0
40113,0,0,0,0,0,0,0,0
40115,0,0,0,0,0,0,0,0
40112,0,0,0,0,0,0,0,0
40074,0,0,0,0,0,0,0,0
40163,0,0,0,0,0,0,0,1
40124,0,0,0,0,0,0,0,0
40135,0,0,0,0,0,0,0,0
40092,0,0,0,0,0,0,0,0
40162,0,0,0,0,0,0,0,1
40131,0,0,0,0,0,0,0,0
40082,1,0,0,0,0,0,0,0
40114,0,0,0,0,0,0,0,0
40139,0,0,0,0,0,0,0,0
40144,0,0,0,0,0,0,0,0
40136,0,0,0,0,0,0,0,0
40075,0,0,0,0,0,0,0,0
40127,1,1,1,1,0,0,0,0
40093,1,0,1,0,0,0,0,0
40173,0,0,0,0,0,0,0,1
40142,1,0,1,0,0,0,0,0
40130,0,0,0,0,0,0,0,0
40099,0,0,0,0,0,0,0,0
40134,1,0,1,0,0,0,0,0
40070,1,0,1,0,0,0,0,0
40161,1,0,1,0,0,0,0,0
40068,1,0,1,0,0,0,0,0
40157,1,0,1,0,0,0,0,0
40171,1,0,1,0,0,0,0,0
40141,0,0,0,0,0,0,0,0
40126,0,0,0,0,0,0,0,0
40140,0,0,0,0,0,0,0,0
40170,0,0,0,0,0,0,0,0
40149,0,0,0,0,0,0,0,0
40133,0,0,0,0,0,0,0,0
40158,1,1,9,1,0,0,0,0
40154,0,0,0,0,0,0,0,0
40146,0,0,0,0,0,0,0,0
40164,0,0,0,0,0,0,0,0
40166,1,1,1,1,0,0,0,0
40165,1,1,1,1,0,0,0,0
40168,1,0,1,0,0,0,0,0
40153,1,1,8,7,0,0,0,0
40172,0,0,0,0,0,0,0,0
40038,0,0,0,0,0,0,0,0
40167,0,0,0,0,0,0,0,0
40160,0,0,0,0,0,0,0,0
39827,0,0,0,0,0,0,0,0
40123,1,0,1,0,0,1,0,0
40021,1,0,1,0,0,0,0,0
40125,0,0,0,0,0,0,0,0
40169,0,0,0,0,0,0,0,0
39947,1,1,7,2,0,0,0,0
39901,1,1,10,8,0,0,0,0
124755,0,0,0,0,0,0,0,1
124753,0,0,0,0,0,0,0,1
124713,0,0,0,0,0,0,0,1
124714,0,0,0,0,0,0,0,1
124707,0,0,0,0,0,0,0,1
124701,0,0,0,0,0,0,0,1
124741,0,0,0,0,0,0,0,1
124734,0,0,0,0,0,0,0,1
124733,0,0,0,0,0,0,0,1
124744,0,0,0,0,0,0,0,1
124739,0,0,0,0,0,0,0,1
124746,1,0,1,0,0,0,0,0
124738,1,0,1,0,0,0,0,0
124727,1,0,1,0,0,0,0,0
124710,1,1,1,1,0,0,0,0
124706,1,0,1,0,0,0,0,0
124711,0,0,0,0,0,0,0,0
124705,0,0,0,0,0,0,0,0
124740,0,0,0,0,0,0,0,0
124709,0,0,0,0,0,0,0,0
124712,0,0,0,0,0,0,0,0
124737,0,0,0,0,0,0,0,0
124747,1,0,1,0,0,0,0,0
124735,1,0,7,0,0,0,0,0
124708,0,0,0,0,0,0,0,0
124752,1,0,1,0,0,0,0,0
124736,1,0,1,0,0,0,0,0
124704,0,0,0,0,0,0,0,0
124732,0,0,0,0,0,0,0,0
124729,0,0,0,0,0,0,0,0
124725,0,0,0,0,0,0,0,0
124745,0,0,0,0,0,0,0,0
124757,0,0,0,0,0,0,0,0
124751,0,0,0,0,0,0,0,0
124756,0,0,0,0,0,0,0,0
124743,0,0,0,0,0,0,0,0
124748,1,1,1,1,0,1,0,0
124750,1,1,1,1,0,0,0,0
124726,1,0,2,0,0,0,0,0
124731,0,0,0,0,0,0,0,0
124742,0,0,0,0,0,0,0,0
124716,0,0,0,0,0,0,0,1
124717,0,0,0,0,0,0,0,1
124723,0,0,0,0,0,0,0,1
124715,0,0,0,0,0,0,0,1
124758,1,0,1,0,0,0,0,0
124728,1,0,2,0,0,0,0,0
124702,1,0,1,0,0,0,0,0
124700,0,0,0,0,0,0,0,0
124720,1,0,1,0,0,0,0,0
124721,1,0,1,0,0,0,0,0
124754,1,0,1,0,0,0,0,0
124724,0,0,0,0,0,0,0,0
124749,0,0,0,0,0,0,0,0
124722,1,0,1,0,0,0,0,0
124719,0,0,0,0,0,0,0,0
124730,0,0,0,0,0,0,0,0
124692,0,0,0,0,0,0,0,1
124698,0,0,0,0,0,0,0,1
124697,0,0,0,0,0,0,0,1
124763,1,0,1,0,0,0,0,0
124768,0,0,0,0,0,0,0,1
124766,0,0,0,0,0,0,0,1
124761,0,0,0,0,0,0,0,0
124760,0,0,0,0,0,0,0,0
124775,0,0,0,0,0,0,0,1
124777,0,0,0,0,0,0,0,1
124779,0,0,0,0,0,0,0,1
124693,0,0,0,0,0,0,0,0
124691,0,0,0,0,0,0,0,0
124694,0,0,0,0,0,0,0,0
124765,0,0,0,0,0,0,0,0
124781,0,0,0,0,0,0,0,1
124696,0,0,0,0,0,0,0,0
124695,0,0,0,0,0,0,0,0
124764,0,0,0,0,0,0,0,0
124769,0,0,0,0,0,0,0,0
124767,0,0,0,0,0,0,0,0
124699,0,0,0,0,0,0,0,0
124718,1,0,1,0,0,0,0,0
124770,0,0,0,0,0,0,0,0
124773,1,0,1,0,0,0,0,0
124772,1,1,1,1,0,0,0,0
124788,0,0,0,0,0,0,0,1
124778,0,0,0,0,0,0,0,0
124780,1,0,1,0,0,0,0,0
124759,1,1,1,1,0,0,0,0
124782,0,0,0,0,0,0,0,0
124774,0,0,0,0,0,0,0,0
124771,1,0,1,0,0,0,0,0
124783,0,0,0,0,0,0,0,0
124776,0,0,0,0,0,0,0,0
124789,0,0,0,0,0,0,0,1
124786,1,1,1,1,0,0,0,0
124784,0,0,0,0,0,0,0,0
124787,0,0,0,0,0,0,0,0
124792,0,0,0,0,0,0,0,1
124762,1,0,0,0,0,0,0,0
124796,0,0,0,0,0,0,0,1
124800,0,0,0,0,0,0,0,1
124799,0,0,0,0,0,0,0,1
124798,0,0,0,0,0,0,0,1
124803,0,0,0,0,0,0,0,1
124801,0,0,0,0,0,0,0,1
124802,0,0,0,0,0,0,0,1
124805,0,0,0,0,0,0,0,1
124806,0,0,0,0,0,0,0,1
124804,0,0,0,0,0,0,0,1
124791,0,0,0,0,0,0,0,0
124809,0,0,0,0,0,0,0,1
124807,0,0,0,0,0,0,0,1
124808,0,0,0,0,0,0,0,1
124794,0,0,0,0,0,0,0,0
124795,1,0,1,0,0,0,0,0
124793,1,1,1,1,1,0,0,0
124785,1,1,1,1,0,0,0,0
124797,1,1,1,1,0,0,0,0
124790,1,0,1,0,0,0,0,0
124819,0,0,0,0,0,0,0,1
124810,1,0,1,0,0,0,0,0
124812,0,0,0,0,0,0,0,0
124820,0,0,0,0,0,0,0,1
124822,0,0,0,0,0,0,0,1
124823,0,0,0,0,0,0,0,1
124816,0,0,0,0,0,0,0,0
124815,0,0,0,0,0,0,0,0
124817,0,0,0,0,0,0,0,0
124813,0,0,0,0,0,0,0,0
124818,0,0,0,0,0,0,0,0
124831,0,0,0,0,0,0,0,1
124825,1,0,1,0,0,0,0,0
124837,0,0,0,0,0,0,0,1
124838,0,0,0,0,0,0,0,1
124821,0,0,0,0,0,0,0,0
